LEV 1:1	Domnul l-a chemat pe Moise și i-a vorbit din Cortul Întâlnirii, spunând:
LEV 20:25	De aceea să faceți deosebire între animalele curate și cele necurate, între păsările necurate și cele curate, ca să nu vă faceți urâcioși sufletele prin animale, prin păsări sau prin tot ce mișună pe pământ, pe care vi le-am separat ca necurate.
LEV 20:26	Fiți sfinți pentru Mine, căci Eu, Domnul, sunt sfânt și v-am separat de alte popoare ca să fiți ai Mei!
LEV 20:27	Un bărbat sau o femeie care va avea un duh de chemare a morților sau un duh de ghicit să fie pus la moarte; să-i ucidă cu pietre, sângele lor este asupra lor.”
LEV 21:1	Domnul i-a zis lui Moise: „Vorbește preoților, fiilor lui Aaron, și spune-le: Un preot să nu se întineze prin atingerea unui mort din poporul său,
LEV 21:2	afară de rudele sale cele mai apropiate: mama sa, tatăl său, fiul său, fiica sa, fratele său
LEV 21:3	și sora sa fecioară, care este aproape de el și care nu a fost măritată; pentru ea se va putea întina.
LEV 21:4	Fiind căpetenie în poporul său, să nu se întineze, pângărindu-se.
LEV 21:5	Preoții să nu-și facă pleșuvie pe cap, să nu-și radă colțurile bărbii și să nu-și facă crestături pe trup.
LEV 21:6	Să fie sfinți pentru Dumnezeul lor și să nu pângărească Numele Dumnezeului lor; căci ei aduc jertfele mistuite de foc ale Domnului, pâinea Dumnezeului lor; de aceea să fie sfinți.
LEV 21:7	Să nu-și ia de nevastă o femeie desfrânată sau pângărită și să nu-și ia o femeie alungată de bărbatul ei, căci preotul este sfânt pentru Dumnezeul său.
LEV 21:8	Să-l socotești sfânt, căci el aduce pâinea Dumnezeului tău; el va fi sfânt pentru tine, căci Eu, Domnul, Care vă sfințesc, sunt sfânt.
LEV 21:9	Dacă fiica unui preot se pângărește desfrânându-se, îl pângărește pe tatăl ei; să fie arsă în foc.
LEV 21:10	Preotul cel mai mare dintre frații săi, pe capul căruia a fost turnat untdelemnul ungerii și care a fost consacrat ca să îmbrace veșmintele sfinte, să nu-și despletească părul de pe cap și să nu-și sfâșie hainele.
LEV 21:11	Să nu se apropie de niciun mort; să nu se întineze nici chiar pentru tatăl său sau pentru mama sa.
LEV 21:12	Să nu iasă din Sfântul Lăcaș și să nu pângărească Sfântul Lăcaș al Dumnezeului său, căci cununa untdelemnului ungerii Dumnezeului său este peste el. Eu sunt Domnul!
LEV 21:13	El să-și ia de nevastă o femeie fecioară.
LEV 21:14	Să nu ia o văduvă, nici o femeie alungată, nici o femeie pângărită sau desfrânată, ci să-și ia de nevastă o fecioară din poporul său,
LEV 21:15	ca să nu-și pângărească urmașii în poporul său; căci Eu sunt Domnul, Care îl sfințesc.”
LEV 21:16	Domnul i-a vorbit lui Moise, spunând:
LEV 21:17	„Vorbește lui Aaron și spune-i: Niciun om dintre urmașii tăi, din neam în neam, care va avea un cusur trupesc, să nu se apropie ca să aducă pâinea Dumnezeului său.
LEV 21:18	Căci niciun om care are vreun cusur trupesc să nu se apropie: niciun orb, niciun șchiop, niciunul cu nasul ciuntit sau cu un mădular prea lung,
LEV 21:19	niciunul care are un picior frânt sau o mână frântă,
LEV 21:20	niciun cocoșat, niciun pitic, niciunul care are o pată albă în ochi, niciunul care are râie sau pecingine, sau care are rinichii vătămați.
LEV 21:21	Niciun om dintre urmașii preotului Aaron care are vreun cusur trupesc să nu se apropie ca să aducă jertfele mistuite de foc ale Domnului; are un cusur, să nu se apropie ca să aducă pâinea Dumnezeului său.
LEV 21:22	El va putea să mănânce din pâinea Dumnezeului său, din lucrurile preasfânte și din lucrurile sfinte;
LEV 21:23	dar să nu intre la perdea și să nu se apropie de altar, pentru că are un cusur, ca să nu pângărească Lăcașurile Mele sfinte; căci Eu sunt Domnul, Care le sfințesc.”
LEV 21:24	Moise a spus aceste lucruri lui Aaron, fiilor lui și tuturor fiilor lui Israel.
LEV 22:1	Domnul i-a vorbit lui Moise, spunând:
LEV 22:2	„Spune lui Aaron și fiilor lui să se poarte cu evlavie față de lucrurile sfinte ale fiilor lui Israel, pe care Mi le consacră ei, ca să nu pângărească Numele Meu cel sfânt. Eu sunt Domnul!
LEV 22:3	Spune-le: Orice om dintre toți urmașii voștri, din neam în neam, care se va adresa lucrurilor sfinte pe care fiii lui Israel le consacră Domnului, având pe el necurăția sa, omul acela va fi nimicit dinaintea Mea. Eu sunt Domnul!
LEV 22:4	Orice om din urmașii lui Aaron care va avea lepră sau o scurgere să nu mănânce din lucrurile sfinte până nu va fi curat. Cine se va atinge de cineva întinat de un mort, sau cel ce va avea o scurgere seminală,
LEV 22:5	sau cel ce se va atinge de vreo vietate prin care se va întina, sau de un om prin care se va întina, indiferent de necurăția lui,
LEV 22:6	omul care se va atinge de acestea va fi necurat până seara și să nu mănânce din lucrurile sfinte până nu-și va scălda trupul în apă.
LEV 22:7	După ce va apune soarele, va fi curat, iar după aceea va putea mânca din lucrurile sfinte, căci ele sunt hrana lui.
LEV 22:8	Să nu mănânce dintr-un animal mort de la sine sau sfâșiat, ca să nu se întineze prin el. Eu sunt Domnul!
LEV 22:9	Să păzească porunca Mea, ca să nu se încarce cu păcat din cauza ei și să nu moară în ea pentru că au pângărit-o. Eu sunt Domnul, Care îi sfințesc!
LEV 22:10	Niciun străin să nu mănânce din lucrurile sfinte; nici oaspetele preotului, nici argatul lui să nu mănânce din lucrurile sfinte.
LEV 22:11	Dar dacă preotul cumpără un rob cu banii lui, acela va putea mânca din ele; și cel născut în casa lui va putea mânca din hrana lui.
LEV 22:12	Dacă fiica unui preot se mărită cu un străin, ea să nu mănânce din prinosul lucrurilor sfinte.
LEV 22:13	Dar dacă fiica preotului rămâne văduvă sau alungată, fără să aibă copii, și se întoarce în casa tatălui ei ca în tinerețea ei, va putea mânca din hrana tatălui ei; dar niciun străin să nu mănânce din ea.
LEV 22:14	Dacă cineva mănâncă din greșeală dintr-un lucru sfânt, să adauge o cincime peste valoarea lui și să-i dea preotului lucrul sfânt.
LEV 22:15	Preoții să nu pângărească lucrurile sfinte ale fiilor lui Israel, pe care le aduc Domnului,
LEV 22:16	încărcându-i cu vina abaterii când mănâncă lucrurile lor sfinte; căci Eu sunt Domnul, Care îi sfințesc!”
LEV 22:17	Domnul i-a vorbit lui Moise, spunând:
LEV 22:18	„Vorbește lui Aaron, fiilor lui și tuturor fiilor lui Israel și spune-le: Orice om din casa lui Israel sau dintre străinii din Israel, care își va aduce prinosul, fie pentru vreo juruință, fie ca dar de bunăvoie pe care îl aduc Domnului ca jertfă de ardere de tot,
LEV 22:19	ca să fiți primiți, să aduceți un mascul fără cusur din cireadă, din miei sau din capre.
LEV 22:20	Să nu aduceți niciun animal care are vreun cusur, căci nu va fi primit pentru voi.
LEV 22:21	Dacă cineva aduce Domnului o jertfă de pace din cireadă sau din turmă, fie pentru împlinirea unei juruințe, fie ca dar de bunăvoie, animalul să fie fără cusur ca să fie primit; să nu aibă niciun cusur pe el.
LEV 22:22	Animal orb, cu mădular frânt, ciuntit, cu negi, cu râie sau cu pecingine să nu aduceți Domnului și să nu puneți din ele ca jertfă mistuită de foc pe altar pentru Domnul.
LEV 22:23	Un taur sau un miel care are un mădular prea lung sau prea scurt îl vei putea aduce ca dar de bunăvoie, dar pentru o juruință nu va fi primit.
LEV 22:24	Animal cu boașele strivite, zdrobite, rupte sau tăiate să nu aduceți Domnului și în țara voastră să nu faceți așa ceva.
LEV 22:25	Nici din mâna unui străin să nu aduceți hrana Dumnezeului vostru din toate acestea; căci stricăciunea lor este în ele, au cusur pe ele, nu vor fi primite pentru voi.”
LEV 22:26	Domnul i-a vorbit lui Moise, spunând:
LEV 22:27	„Când se va naște un taur, un miel sau o capră, să rămână șapte zile cu mama lui; iar din ziua a opta și după aceea va fi primit ca prinos de jertfă mistuită de foc pentru Domnul.
LEV 22:28	Vacă sau oaie, să nu o junghiați în aceeași zi împreună cu puiul ei.
LEV 22:29	Când veți aduce Domnului o jertfă de mulțumire, să o aduceți în așa fel încât să fiți primiți.
LEV 22:30	Să fie mâncată în aceeași zi; să nu lăsați nimic din ea până dimineața. Eu sunt Domnul!
LEV 22:31	Păziți poruncile Mele și împliniți-le. Eu sunt Domnul!
LEV 22:32	Să nu pângăriți Numele Meu cel sfânt, ci Eu voi fi sfințit în mijlocul fiilor lui Israel. Eu sunt Domnul, Care vă sfințesc,
LEV 22:33	Care v-am scos din țara Egiptului ca să vă fiu Dumnezeu. Eu sunt Domnul!”
LEV 23:1	Domnul i-a vorbit lui Moise, spunând:
LEV 23:2	„Vorbește fiilor lui Israel și spune-le: Sărbătorile Domnului, pe care le veți vesti ca adunări sfinte, iată sărbătorile Mele:
LEV 23:3	Șase zile să se lucreze, dar ziua a șaptea este Sabatul de odihnă deplină, o adunare sfântă; să nu faceți nicio muncă în ea: este Sabatul Domnului în toate locuințele voastre.
LEV 23:4	Iată sărbătorile Domnului, adunările sfinte pe care le veți vesti la vremurile lor rânduite:
LEV 23:5	În luna întâi, în ziua a paisprezecea a lunii, între cele două seri, sunt Paștele Domnului.
LEV 23:6	Iar în ziua a cincisprezecea a aceleiași luni este Sărbătoarea Azimilor pentru Domnul: șapte zile veți mânca azime.
LEV 23:7	În ziua întâi veți avea o adunare sfântă; să nu faceți nicio muncă de slugă în ea.
LEV 23:8	Timp de șapte zile veți aduce Domnului jertfe mistuite de foc. În ziua a șaptea va fi o adunare sfântă; să nu faceți nicio muncă de slugă în ea.”
LEV 23:9	Domnul i-a vorbit lui Moise, spunând:
LEV 23:10	„Vorbește fiilor lui Israel și spune-le: Când veți intra în țara pe care v-o dau și veți secera secerișul ei, să aduceți preotului primul snop din secerișul vostru.
LEV 23:11	Preotul va legăna snopul înaintea Domnului ca să fiți primiți; a doua zi după Sabat îl va legăna preotul.
LEV 23:12	În ziua când veți legăna snopul, veți aduce un miel de un an fără cusur ca jertfă de ardere de tot Domnului,
LEV 23:13	împreună cu jertfa lui de mâncare: două zecimi de efă de floarea făinii frământată cu untdelemn, ca jertfă mistuită de foc de un miros plăcut Domnului, și jertfa lui de turnare: un sfert de hin de vin.
LEV 23:14	Să nu mâncați nici pâine, nici spice prăjite, nici spice noi până în ziua aceasta, până când nu veți fi adus prinosul Dumnezeului vostru. Aceasta este o ordonanță veșnică pentru generațiile voastre în toate locuințele voastre.
LEV 23:15	Din a doua zi după Sabat, din ziua în care veți fi adus snopul legănat, veți număra șapte săptămâni întregi.
LEV 23:16	Până în a doua zi după a șaptea săptămână veți număra cincizeci de zile, iar atunci veți aduce Domnului un nou prinos de mâncare.
LEV 23:17	Din locuințele voastre veți aduce două pâini legănate, făcute din două zecimi de efă de floarea făinii, coapte cu aluat: sunt primele roade pentru Domnul.
LEV 23:18	Pe lângă pâine veți aduce șapte miei de un an fără cusur, un taur din cireadă și doi berbeci; ei vor fi o jertfă de ardere de tot Domnului, împreună cu jertfa lor de mâncare și jertfele lor de turnare, o jertfă mistuită de foc de un miros plăcut Domnului.
LEV 23:19	Veți pregăti un țap ca jertfă pentru păcat și doi miei de un an ca jertfă de pace.
LEV 23:20	Preotul le va legăna împreună cu pâinea primelor roade ca dar legănat înaintea Domnului, împreună cu cei doi miei; ele vor fi sfinte pentru Domnul și vor fi ale preotului.
LEV 23:21	În aceeași zi veți vesti o adunare sfântă; să nu faceți nicio muncă de slugă în ea: este o ordonanță veșnică în toate locuințele voastre pentru generațiile voastre.
LEV 23:22	Când veți secera secerișul țării voastre, să nu seceri câmpul până la margini și să nu aduni spicele căzute la seceriș; să le lași pentru cel sărac și pentru străin. Eu sunt Domnul Dumnezeul vostru!”
LEV 23:23	Domnul i-a vorbit lui Moise, spunând:
LEV 23:24	„Vorbește fiilor lui Israel și spune-le: În luna a șaptea, în prima zi a lunii, veți avea o zi de odihnă, vestită prin sunet de trâmbițe, o adunare sfântă.
LEV 23:25	Să nu faceți nicio muncă de slugă în ea și să aduceți Domnului jertfe mistuite de foc.”
LEV 23:26	Domnul i-a vorbit lui Moise, spunând:
LEV 23:27	„În ziua a zecea a acestei luni a șaptea va fi Ziua Ispășirii: veți avea o adunare sfântă, vă veți smeri sufletele și veți aduce Domnului jertfe mistuite de foc.
LEV 23:28	Să nu faceți nicio muncă în această zi, căci este Ziua Ispășirii, când se face ispășire pentru voi înaintea Domnului Dumnezeului vostru.
LEV 23:29	Orice suflet care nu se va smeri în această zi va fi nimicit din poporul său.
LEV 23:30	Și pe orice suflet care va face vreo muncă în această zi îl voi nimicit din mijlocul poporului său.
LEV 23:31	Să nu faceți nicio muncă: este o ordonanță veșnică pentru generațiile voastre în toate locuințele voastre.
LEV 23:32	Va fi pentru voi un Sabat de odihnă deplină și vă veți smeri sufletele. În ziua a noua a lunii, seara, de la apus până la apusul următor, veți praznui Sabatul vostru.”
LEV 23:33	Domnul i-a vorbit lui Moise, spunând:
LEV 23:34	„Vorbește fiilor lui Israel și spune-le: În ziua a cincisprezecea a acestei luni a șaptea este Sărbătoarea Corturilor, timp de șapte zile pentru Domnul.
LEV 23:35	În ziua întâi va fi o adunare sfântă; să nu faceți nicio muncă de slugă în ea.
LEV 23:36	Timp de șapte zile veți aduce Domnului jertfe mistuite de foc. În ziua a opta veți avea o adunare sfântă și veți aduce Domnului jertfe mistuite de foc; este o adunare de sărbătoare, să nu faceți nicio muncă de slugă în ea.
LEV 23:37	Acestea sunt sărbătorile Domnului pe care le veți vesti ca adunări sfinte, ca să aduceți Domnului jertfe mistuite de foc: arderi de tot, jertfe de mâncare, jertfe și jertfe de turnare, fiecare lucru la ziua lui rânduită,
LEV 23:38	pe lângă Sabatele Domnului, pe lângă darurile voastre, pe lângă toate juruințele voastre și pe lângă toate darurile de bunăvoie pe care le veți da Domnului.
LEV 23:39	În ziua a cincisprezecea a lunii a șaptea, când veți strânge roadele țării, veți praznui sărbătoarea Domnului timp de șapte zile: prima zi va fi o zi de odihnă și ziua a opta va fi o zi de odihnă.
LEV 23:40	În ziua întâi veți lua roade din copacii frumoși, ramuri de curmal, ramuri de copaci stufoși și salcii de râu, și vă veți bucura înaintea Domnului Dumnezeului vostru timp de șapte zile.
LEV 23:41	Să praznuiți această sărbătoare pentru Domnul timp de șapte zile pe an: este o ordonanță veșnică pentru generațiile voastre; în luna a șaptea să o praznuiți.
LEV 23:42	Veți locui în colibe timp de șapte zile; toți băștinașii din Israel să locuiască în colibe,
LEV 23:43	pentru ca generațiile voastre să știe că am făcut pe fiii lui Israel să locuiască în colibe când i-am scos din țara Egiptului. Eu sunt Domnul Dumnezeul vostru!”
LEV 23:44	Așa a vestit Moise fiilor lui Israel sărbătorile Domnului.
LEV 24:1	Domnul i-a vorbit lui Moise, spunând:
LEV 24:2	„Poruncește fiilor lui Israel să-ți aducă untdelemn curat de măsline stors pentru sfeșnic, ca să ardă candelele necontenit.
LEV 24:3	În Cortul Întâlnirii, dincoace de perdea Mărturiei, Aaron îl va rândui să ardă de seara până dimineața înaintea Domnului necontenit: este o ordonanță veșnică pentru generațiile voastre.
LEV 24:4	Va așeza candelele pe sfeșnicul de aur curat înaintea Domnului necontenit.
LEV 24:5	Vei lua floarea făinii și vei coace din ea douăsprezece turte; fiecare turtă va fi făcută din două zecimi de efă.
LEV 24:6	Le vei așeza în două șiruri, câte șase în șir, pe masa de aur curat înaintea Domnului.
LEV 24:7	Vei pune tămâie curată pe fiecare șir, ca ea să fie pentru pâine o aducere aminte, o jertfă mistuită de foc pentru Domnul.
LEV 24:8	În fiecare zi de Sabat le va așeza înaintea Domnului necontenit; este un legământ veșnic din partea fiilor lui Israel.
LEV 24:9	Ele vor fi ale lui Aaron și ale fiilor lui, și le vor mânca într-un loc sfânt; căci este un lucru preasfânt pentru el din jertfele mistuite de foc ale Domnului, prin ordonanță veșnică.”
LEV 24:10	Fiul unei femei israelite și al unui bărbat egiptean a ieșit în mijlocul fiilor lui Israel; și fiul femeii israelite s-a certat în tabără cu un bărbat israelit.
LEV 24:11	Fiul femeii israelite a hulit Numele și l-a blestemat. L-au adus la Moise. Numele mamei lui era Șelomit, fiica lui Dibri, din seminția lui Dan.
LEV 24:12	L-au pus sub pază până când li se va lămuri ce să facă după porunca Domnului.
LEV 24:13	Domnul i-a vorbit lui Moise, spunând:
LEV 24:14	„Scoate-l pe cel ce a blestemat afară din tabără; toți cei ce l-au auzit să-și pună mâinile pe capul lui și toată adunarea să-l ucidă cu pietre.
LEV 24:15	Iar fiilor lui Israel spune-le astfel: Orice om care își va blestema Dumnezeul își va purta vina.
LEV 24:16	Cine va huli Numele Domnului să fie pedepsit cu moartea: toată adunarea să-l ucidă cu pietre. Fie străin, fie băștinaș, când va huli Numele, să fie omorât.
LEV 24:17	Cine va ucide un om să fie pedepsit cu moartea.
LEV 24:18	Cine va ucide un animal să-l restituie: suflet pentru suflet.
LEV 24:19	Dacă cineva va pricinui o vătămare aproapelui său, să i se facă așa cum a făcut el:
LEV 24:20	frântură pentru frântură, ochi pentru ochi, dinte pentru dinte; cum a pricinuit el o vătămare unui om, așa să i se facă.
LEV 24:21	Cine va ucide un animal să-l restituie, dar cine va ucide un om să fie omorât.
LEV 24:22	O singură judecată veți avea, atât pentru străin, cât și pentru băștinaș; căci Eu sunt Domnul Dumnezeul vostru!”
LEV 24:23	Moise le-a vorbit fiilor lui Israel și l-au scos pe cel ce blestemase afară din tabără și l-au ucis cu pietre. Fiii lui Israel au făcut așa cum îi poruncise Domnul lui Moise.
LEV 25:1	Domnul i-a vorbit lui Moise pe Muntele Sinai, spunând:
LEV 25:2	„Vorbește fiilor lui Israel și spune-le: Când veți intra în țara pe care v-o dau, pământul să praznuiască un Sabat pentru Domnul.
LEV 25:3	Șase ani să-ți semeni ogorul și șase ani să-ți curăți via și să-i strângi roadele;
LEV 25:4	dar în anul al șaptelea va fi un Sabat de odihnă deplină pentru pământ, un Sabat pentru Domnul: ogorul tău să nu-l semeni și via ta să nu o curăți.
LEV 25:5	Ce va crește de la sine din secerișul tău să nu seceri și strugurii din via ta necurățată să nu-i culegi: va fi un an de odihnă pentru pământ.
LEV 25:6	Ce va da pământul în timpul Sabatului său vă va sluji de hrană: ție, slujitorului tău, slujitoarei tale, argatului tău și străinului care locuiește cu tine,
LEV 25:7	precum și animalelor tale și fiarelor din țara ta; tot venitul lui va fi de hrană.
LEV 25:8	Vei număra șapte săptămâni de ani, adică de șapte ori câte șapte ani, astfel că timpul celor șapte săptămâni de ani va fi de patruzeci și nouă de ani.
LEV 25:9	În luna a șaptea, în ziua a zecea a lunii, vei face să sune trâmbița răsunătoare; în Ziua Ispășirii veți face să sune trâmbița în toată țara voastră.
LEV 25:10	Să sfințiți anul al cincizecilea și să proclamați libertatea în țară pentru toți locuitorii ei. Acesta va fi pentru voi un Jubileu: fiecăruia dintre voi i se va reda moșia și fiecare se va întoarce la familia sa.
LEV 25:11	Anul al cincizecilea va fi pentru voi un Jubileu: să nu semănați, să nu secerați ce va crește de la sine și să nu culegeți strugurii din viile necurățate.
LEV 25:12	Căci este Jubileul: va fi sfânt pentru voi; veți mânca venitul crescut de pe câmp.
LEV 25:13	În acest an de Jubileu vă veți întoarce fiecare la moșia sa.
LEV 25:14	Dacă vindeți ceva aproapelui tău sau cumpărați ceva din mâna aproapelui tău, să nu vă înșelați unii pe alții.
LEV 25:15	Să cumpări de la aproapele tău socotind numărul anilor de după Jubileu, iar el să-ți vândă socotind numărul anilor de rod.
LEV 25:16	Cu cât vor fi mai mulți ani, cu atât vei mări prețul, și cu cât vor fi mai puțini ani, cu atât vei micșora prețul; căci el îți vinde numărul secerișurilor.
LEV 25:17	Să nu vă înșelați unii pe alții, ci să te temi de Dumnezeul tău; căci Eu sunt Domnul Dumnezeul vostru!
LEV 25:18	Împliniți rânduielile Mele și păziți judecățile Mele și faceți-le, ca să locuiți în siguranță în țară.
LEV 25:19	Pământul își va da rodul, veți mânca pe săturate și veți locui în siguranță în el.
LEV 25:20	Iar dacă veți întreba: «Ce vom mânca în anul al șaptelea, dacă nu vom semăna și nu vom strânge roadele noastre?»,
LEV 25:21	Eu vă voi trimite binecuvântarea Mea în anul al șaselea și el va da rod pentru trei ani.
LEV 25:22	În anul al optulea veți semăna și veți mânca din vechile roade; până în anul al nouălea, până va veni rodul lui, veți mânca din cel vechi.
LEV 25:23	Pământul să nu se vândă pentru totdeauna, căci pământul este al Meu; voi sunteți străini și venetici la Mine.
LEV 25:24	În toată țara stăpânirii voastre să acordați dreptul de răscumpărare pentru pământ.
LEV 25:25	Dacă fratele tău sărăcește și își vinde o parte din moșia lui, ruda lui cea mai apropiată să vină și să răscumpere ce a vândut fratele său.
LEV 25:26	Dacă un om nu are pe cineva care să răscumpere, dar își sporește mijloacele și găsește cât trebuie pentru răscumpărarea sa,
LEV 25:27	să socotească anii de la vânzare, să restituie restul cumpărătorului și să se întoarcă la moșia sa.
LEV 25:28	Dar dacă nu găsește mijloace să-i restituie, ce a vândut va rămâne în mâna cumpărătorului până la anul de Jubileu; iar la Jubileu va fi eliberat și omul se va întoarce la moșia sa.
LEV 25:29	Dacă cineva vinde o casă de locuit dintr-o cetate zidită, va avea drept de răscumpărare până la împlinirea unui an de la vânzarea ei; dreptul lui de răscumpărare va dura un an întreg.
LEV 25:30	Dar dacă nu este răscumpărată înainte de împlinirea unui an întreg, casa din cetatea zidită va rămâne pentru totdeauna cumpărătorului și urmașilor lui; nu va fi eliberată la Jubileu.
LEV 25:31	Casele din satele nezidite de jur împrejur vor fi socotite ca ogoarele țării: vor avea drept de răscumpărare și la Jubileu vor fi eliberate.
LEV 25:32	Cât despre cetățile leviților și casele din cetățile stăpânirii lor, leviții vor avea un drept veșnic de răscumpărare.
LEV 25:33	Dacă cineva cumpără de la leviți o casă, casa vândută în cetatea stăpânirii lor va fi eliberată la Jubileu; căci casele din cetățile leviților sunt moșia lor în mijlocul fiilor lui Israel.
LEV 25:34	Iar ogorul din jurul cetăților lor să nu se vândă, căci este moșia lor veșnică.
LEV 25:35	Dacă fratele tău sărăcește și se clatină lângă tine, să-l sprijini; ca străin și venetic să trăiască cu tine.
LEV 25:36	Să nu iei de la el dobândă, nici spor, ci să te temi de Dumnezeul tău, ca fratele tău să trăiască cu tine.
LEV 25:37	Să nu-i dai banii tăi cu dobândă și să nu-i dai hrana ta pentru câștig.
LEV 25:38	Eu sunt Domnul Dumnezeul vostru, Care v-am scos din țara Egiptului ca să vă dau țara Canaanului și să vă fiu Dumnezeu!
LEV 25:39	Dacă fratele tău sărăcește lângă tine și ți se vinde ție, să nu-l pui la muncă de rob;
LEV 25:40	să fie la tine ca un argat, ca un venetic; până la anul de Jubileu va sluji la tine.
LEV 25:41	Atunci va pleca de la tine, el și copiii lui împreună cu el, și se va întoarce la familia sa și la moșia părinților săi.
LEV 25:42	Căci ei sunt slujitorii Mei pe care i-am scos din țara Egiptului; să nu fie vânduți cum se vând robii.
LEV 25:43	Să nu-l stăpânești cu asprime, ci să te temi de Dumnezeul tău.
LEV 25:44	Robii și roabele pe care le vei avea să fie din neamurile din jurul vostru; din ele veți cumpăra robi și roabe.
LEV 25:45	Veți putea cumpăra și din copiii veneticilor care locuiesc la voi și din familiile lor care sunt la voi, născuți în țara voastră; ei vor fi moșia voastră.
LEV 25:46	Îi veți lăsa moștenire fiilor voștri după voi, ca moșie de stăpânit; îi veți avea ca robi pentru totdeauna. Dar peste frații voștri, fiii lui Israel, niciunul să nu stăpânească peste altul cu asprime.
LEV 25:47	Dacă un străin sau un venetic de la tine devine bogat, iar fratele tău sărăcește lângă el și se vinde străinului sau veneticului de la tine, ori vreunuia din familia străinului,
LEV 25:48	după ce s-a vândut va avea dreptul de răscumpărare; unul din frații lui îl va putea răscumpăra,
LEV 25:49	sau unchiul lui, sau fiul unchiului lui îl va putea răscumpăra, sau o rudă de sânge din familia lui îl va putea răscumpăra; sau, dacă își va spori mijloacele, se va răscumpăra singur.
LEV 25:50	Va socoti cu cel ce l-a cumpărat de la anul când i s-a vândut până la anul de Jubileu; prețul vânzării lui se va potrivi cu numărul anilor, iar zilele lui vor fi socotite ca zilele unui argat.
LEV 25:51	Dacă mai sunt mulți ani, va restitui din prețul cumpărării sale prețul răscumpărării în raport cu ei;
LEV 25:52	iar dacă au mai rămas puțini ani până la anul de Jubileu, va socoti cu el și își va restitui prețul răscumpărării în raport cu anii lui.
LEV 25:53	Va fi la el ca un argat tocmit de la an la an; el să nu-l stăpânească cu asprime sub ochii tăi.
LEV 25:54	Iar dacă nu este răscumpărat prin aceste mijloace, va ieși liber la anul de Jubileu, el și copiii lui împreună cu el.
LEV 25:55	Căci fiii lui Israel sunt slujitorii Mei; sunt slujitorii Mei pe care i-am scos din țara Egiptului. Eu sunt Domnul Dumnezeul vostru!”
LEV 26:1	„Să nu vă faceți idoli, să nu vă ridicați chip cioplit nici stâlp sfânt și să nu puneți în țara voastră nicio piatră cu chipuri ca să vă închinați înaintea ei; căci Eu sunt Domnul Dumnezeul vostru!
LEV 26:2	Păziți Sabatele Mele și cinstiți Sfântul Meu Lăcaș. Eu sunt Domnul!
LEV 26:3	Dacă veți umbla după rânduielile Mele și dacă veți păzi poruncile Mele și le veți împlini,
LEV 26:4	vă voi da ploi la vremea lor, pământul își va da rodul și pomii de pe câmp își vor da rodul.
LEV 26:5	Treieratul vă va ține până la culesul strugurilor, iar culesul strugurilor va ține până la semănat; veți mânca pâinea voastră pe săturate și veți locui în siguranță în țara voastră.
LEV 26:6	Voi da pace în țară, vă veți culca și nimeni nu vă va înspăimânta; voi face să piară fiarele rele din țară și sabia nu va trece prin țara voastră.
LEV 26:7	Veți urmări pe vrăjmașii voștri și ei vor cădea de sabie înaintea voastră.
LEV 26:8	Cinci dintre voi vor urmări o sută, și o sută dintre voi vor urmări zece mii, iar vrăjmașii voștri vor cădea de sabie înaintea voastră.
LEV 26:9	Mă voi întoarce spre voi, vă voi face roditori, vă voi înmulți și Îmi voi întări legământul cu voi.
LEV 26:10	Veți mânca din roadele vechi, strânse de mult, și le veți scoate afară pe cele vechi ca să faceți loc celor noi.
LEV 26:11	Voi așeza Lăcașul Meu în mijlocul vostru și sufletul Meu nu vă va urî.
LEV 26:12	Voi umbla în mijlocul vostru, voi fi Dumnezeul vostru și voi veți fi poporul Meu.
LEV 26:13	Eu sunt Domnul Dumnezeul vostru, Care v-am scos din țara Egiptului, ca să nu mai fiți robii lor; am frânt jugul vostru și v-am făcut să umblați cu capul ridicat!
LEV 26:14	Dar dacă nu Mă veți asculta și nu veți împlini toate aceste porunci,
LEV 26:15	dacă veți nesocoti rânduielile Mele și dacă sufletul vostru va urî judecățile Mele, neîmplinind toate poruncile Mele și călcând legământul Meu,
LEV 26:16	iată ce vă voi face: voi trimite peste voi groaza, tuberculoza și febra, care ard ochii și mistuie viața; vă veți semăna în zadar sămânța, căci o vor mânca vrăjmașii voștri.
LEV 26:17	Îmi voi întoarce Fața împotriva voastră și veți fi bătuți înaintea vrăjmașilor voștri; cei ce vă urăsc vor stăpâni peste voi și veți fugi fără să vă urmărească nimeni.
LEV 26:18	Dacă nici după acestea nu Mă veți asculta, vă voi pedepsi de șapte ori mai mult pentru păcatele voastre.
LEV 26:19	Voi frânge mândria puterii voastre, voi face cerul vostru ca fierul și pământul vostru ca arama.
LEV 26:20	Puterea voastră se va consuma în zadar: pământul vostru nu-și va da rodul și pomii țării nu-și vor da rodul.
LEV 26:21	Dacă veți umbla împotriva Mea și nu veți voi să Mă ascultați, vă voi lovi de șapte ori mai mult, după păcatele voastre.
LEV 26:22	Voi trimite împotriva voastră fiarele câmpului, care vă vor lipsi de copii, vă vor nimici vitele și vă vor împuțina, încât drumurile voastre vor rămâne pustii.
LEV 26:23	Dacă nici prin aceste pedepse nu vă veți îndrepta spre Mine, ci veți umbla împotriva Mea,
LEV 26:24	voi umbla și Eu împotriva voastră și vă voi lovi de șapte ori mai mult pentru păcatele voastre.
